in_transit,adl_opts,autopilot,acquisition_sub_type,acquisition_type,actual_ga_in_date,actual_vessel_arrival_date,alternate_currency,battery,cabin_config,cpo_refurbishment_status,cpo_warranty_type,city,country_code,country_codes,country_of_origin,currency_code,currency_codes,customs_clearance,decor,drive,damage_disclosure,damage_disclosure_guids,damage_disclosure_status,destination_handling_fee,discount,display_warranty,eta_to_current,eta_to_delivery,expected_vessel_arrival_date,factory_code,factory_departure_date,factory_gated_date,first_registration_date,fixed_assets,flexible_options_data,forecasted_factory_gated_date,headliner,has_damage_photos,has_option_code_data,interior,inspection_document_guid,inventory_price,is_at_location,is_charging_connector_included,is_demo,is_legacy,is_pre_prod_with_disclaimer,is_tegra,language,languages,lease_availability_date,lexicon_default_options,listing_type,listing_types,marketing_in_use_date,metro_name,model,odometer,odometer_type,on_configurator_price_percentage,option_code_data,option_code_list,option_code_list_display_only,option_code_pricing,original_delivery_date,original_in_customer_garage_date,paint,planned_ga_daily_date,price,purchase_price,roof,steering_wheel,sales_metro,state_province,state_province_long_name,trim,tax_scheme,third_party_history_url,title_status,title_subtype,total_price,trade_in_type,trim_code,trim_name,trt,trt_name,vin,variant,vehicle_history,vehicle_photos,vehicle_region,vehicle_status_display,vehicle_sub_type,vehicle_type,vessel_departure_date,vrl,vrl_locks,vrl_name,wheels,warranty_battery_exp_date,warranty_battery_is_expired,warranty_battery_mile,warranty_battery_year,warranty_drive_unit_exp_date,warranty_drive_unit_mile,warranty_drive_unit_year,warranty_mile,warranty_vehicle_exp_date,warranty_vehicle_is_expired,warranty_year,year,used_vehicle_limited_warranty_mile,used_vehicle_limited_warranty_year,odometer_type_short,delivery_date_display,transportation_fee,vrl_list,is_range_standard,geo_points,has_marketing_options,compositor_views_front_view,compositor_views_interior_view,compositor_views_side_view,order_fee_type,order_fee_value,registration_details_country,registration_details_license_plate_number,registration_details_first_registered,transport_fees_exempt_vrl,transport_fees_fees,transport_fees_metro_fees,warranty_data_used_vehicle_limited_warranty_mile,warranty_data_used_vehicle_limited_warranty_year,warranty_data_warranty_battery_exp_date,warranty_data_warranty_battery_is_expired,warranty_data_warranty_battery_mile,warranty_data_warranty_battery_year,warranty_data_warranty_drive_unit_exp_date,warranty_data_warranty_drive_unit_mile,warranty_data_warranty_drive_unit_year,warranty_data_warranty_mile,warranty_data_warranty_vehicle_exp_date,warranty_data_warranty_vehicle_is_expired,warranty_data_warranty_year,option_code_specs_c_specs_code,option_code_specs_c_specs_name,option_code_specs_c_specs_options,option_code_specs_c_design_code,option_code_specs_c_design_name,option_code_specs_c_design_options,option_code_specs_c_callouts_code,option_code_specs_c_callouts_name,option_code_specs_c_callouts_options,option_code_specs_c_opts_code,option_code_specs_c_opts_name,option_code_specs_c_opts_options,compositor_views_custom_is_product_with_custom_views,compositor_views_custom_external_zoom_order,compositor_views_custom_external_zoom_search,compositor_views_custom_external_crop_order,compositor_views_custom_external_crop_search,request_time
FALSE,REAR_HEATED_SEATS,"c(""ENHANCED_AUTOPILOT"", ""AUTOPILOT"")",NONE,INVENTORYPURCHASE,2020-05-27T16:55:55.000000,2020-06-19T17:24:11,list(),NA,NA,WaitingToService,NA,Birmingham,GB,GB,GB,GBP,GBP,EU,NA,NA,FALSE,list(),NA,0,0,FALSE,2020-07-30T15:09:46,2020-07-30T00:00:00,2020-06-16T15:00:00,GF00,NA,2020-05-27T22:44:17.000000,2020-09-09T00:00:00,FALSE,"list(code = c(""$APF2"", ""$APPB""), description = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), group = c(""AUTOPILOT"", ""AUTOPILOT""), long_name = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), name = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), price = c(6800, 3400))",NA,NA,FALSE,TRUE,PREMIUM_BLACK,NA,26900,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,en,en,NA,"list(code = c(""$CPF0"", ""$SC04""), description = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""), group = c(""CONNECTIVITY"", ""SUPER_CHARGER""), long_name = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""), name = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""))",public,public,2020-07-06T00:00:00,Birmingham,m3,34962,Miles,64,"list(acceleration_unit_long = c(""miles per hour"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), acceleration_unit_short = c(""mph"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), acceleration_value = c(""0-60"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), code = c(""$MT308"", ""$MT308"", ""$MT308"", ""$APPB"", ""$APBS"", ""$DV2W"", ""$IN3BB"", ""$PPSB"", ""$PRM30"", ""$SC04"", ""$MDL3"", ""$W38B"", ""$MT308"", ""$CPF0"", ""$DRRH"", ""$RSF1""), group = c(""SPECS_ACCELERATION"", ""SPECS_TOP_SPEED"", 
""SPECS_RANGE"", ""AUTOPILOT"", ""AUTOPILOT"", ""DRIVE_MODE"", ""INTERIOR"", ""PAINT"", ""PREMIUM_PACKAGE"", ""SUPER_CHARGER"", ""MODEL"", ""WHEELS"", ""TRIM"", ""CONNECTIVITY"", ""DRIVE"", ""HEATED_SEAT""), price = c(7010, 7010, 7010, 3400, NA, NA, NA, 1100, NA, NA, 34990, NA, 7010, NA, NA, NA), unit_long = c(""seconds"", ""miles per hour"", ""miles"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), unit_short = c(""sec"", ""mph"", ""mi"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), value = c(""5.3"", ""140"", ""254"", NA, NA, 
NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), top_speed_label = c(NA, ""Top Speed"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_label_source = c(NA, NA, ""Range (WLTP)"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_source = c(NA, NA, ""WLTP"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_source_inventory_new = c(NA, NA, ""WLTP"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), description = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Rear-Wheel Drive"", 
""All Black Interior"", ""Deep Blue Metallic"", ""<p>Upgrade your interior with additional features and premium materials.</p><ul><li><span>Premium heated seating and cabin materials throughout, including open pore wood décor, glass roof and four USB ports</span></li><li><span>12-way power adjustable front seats, steering column and side mirrors, with custom driver profiles</span></li><li><span>Premium audio system with more power, tweeters, surround speakers and subwoofer</span></li></ul>"", ""Supercharger Network Access + Pay-as-you-go"", 
""Deliveries are beginning in the US based on date of order and options selected."", ""18’’ Aero Wheels"", ""Standard Range Plus Rear-Wheel Drive"", ""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""), long_name = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Rear-Wheel Drive"", ""All Black Partial Premium Interior"", ""Deep Blue Metallic Paint"", ""Partial Premium Interior"", ""Supercharger Network Access + Pay-as-you-go"", ""Model 3"", ""18’’ Aero Wheels"", ""Model 3 Standard Range Plus Rear-Wheel Drive"", 
""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""), name = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Rear-Wheel Drive"", ""All Black Interior"", ""Deep Blue Metallic"", ""Partial Premium Interior"", ""Supercharger Network Access + Pay-as-you-go"", ""Model 3"", ""18’’ Aero Wheels"", ""Standard Range Plus Rear-Wheel Drive"", ""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""))","$APPB,$APBS,$DV2W,$IN3BB,$PPSB,$PRM30,$SC04,$MDL3,$W38B,$MT308,$CPF0,$DRRH,$RSF1",NA,"list(code = c(""$APPB"", ""$APBS"", ""$DV2W"", ""$IN3BB"", ""$PPSB"", ""$PRM30"", ""$SC04"", ""$MDL3"", ""$W38B"", ""$MT308"", ""$CPF0"", ""$DRRH"", ""$RSF1""), group = c(""AUTOPILOT_FIRMWARE"", ""AUTOPILOT_PACKAGE"", ""DRIVE_MODE"", ""INTERIOR"", ""PAINT"", ""PREMIUM_PACKAGE"", ""SUPER_CHARGER"", ""MODEL"", ""WHEELS"", ""TRIM"", ""CONNECTIVITY"", ""DRIVE"", ""HEATED_SEAT""), price = c(3400, 0, 0, 0, 1100, 0, 0, 34990, 0, 7010, 0, 0, 0))",2020-09-09T00:00:00,2020-09-09T00:00:00,BLUE,2020-05-27T07:00:00,26900,26900,NA,NA,Birmingham,NA,NA,M3RWD,VAT,NA,USED,"c(""DEMO"", ""FIRSTREG"")",26900,VAT,$MT308,Model 3 Standard Range Plus Rear-Wheel Drive,12490,Tesla Centre - Birmingham Small Heath,5YJ3F7EA0LF732382,NA,CLEAN,list(),NA,Arrived At Vrl,NA,INVENTORY,2020-06-12T18:32:22,12490,list(),Tesla Centre - Birmingham Small Heath,EIGHTEEN,2028-09-09T00:00:00Z,FALSE,100000,8,2028-09-09T00:00:00Z,100000,8,50000,2024-09-09T00:00:00Z,FALSE,4,2020,10000,1,mi,TRUE,0,"list(vrl = 12490, lat = 52.471188, lon = -1.8733983, vrlLocks = list(list()))",TRUE,"c(""52.471188,-1.8733983"", ""12490"")",TRUE,STUD_3QTR,STUD_SEAT,NA,order_fee,0,GB,BK70 WNU,2020-09-09T00:00:00,list(),list(),list(),10000,1,2028-09-09T00:00:00Z,FALSE,100000,8,2028-09-09T00:00:00Z,100000,8,50000,2024-09-09T00:00:00Z,FALSE,4,C_SPECS,Specs,"list(code = c(""SPECS_RANGE"", ""SPECS_TOP_SPEED"", ""SPECS_ACCELERATION""), name = c(""254 mi"", ""140 mph"", ""5.3 sec""), long_name = c(""254 miles"", ""140 miles per hour"", ""5.3 seconds""), description = c(""Range (WLTP)"", ""Top Speed"", ""0-60 mph""))",C_DESIGN,Design,list(),C_CALLOUTS,Callout Features,"list(code = c(""$APF1"", ""PCT1M"", ""firstRegistered""), name = c(""Enhanced Autopilot"", ""30-Day Premium Connectivity Trial"", ""First Registered on: 9 Sept 2020""), long_name = c("""", NA, NA), description = c(""Autopilot"", ""30-Day Premium Connectivity Trial"", ""First Registered on: 9 Sept 2020""), group = c(""AUTOPILOT"", ""CONNECTIVITY"", ""REGISTRATION""), list = list(NULL, c(""satelliteMaps"", ""musicStreaming"", ""videoStreaming"", ""caraoke"", ""internetBrowser""), NULL), period = c(NA, ""30-Day"", NA))",C_OPTS,Options,"list(code = c(""$PPSB"", ""$W38B"", ""$IN3BB"", ""$APF1"", ""$RSF1""), name = c(""Deep Blue Metallic Paint"", ""18’’ Aero Wheels"", ""All Black Partial Premium Interior"", ""Enhanced Autopilot"", ""Front and Rear Heated Seats""), long_name = c("""", """", """", """", """"), description = c(""Deep Blue Metallic"", ""18’’ Aero Wheels"", ""All Black Interior"", ""Autopilot"", ""Rear Heated Seats""))",TRUE,1,1,"1400,850,250,150","1400,850,300,130",2023-03-14T20:36:22Z
FALSE,REAR_HEATED_SEATS,"c(""ENHANCED_AUTOPILOT"", ""AUTOPILOT"")",NONE,TRADEIN,2020-01-11T00:00:39.000000,NA,list(),NA,NA,ReadyForRefurbLocationAssignment,NA,Southampton,GB,GB,GB,GBP,GBP,EU,NA,NA,FALSE,list(),NA,0,0,FALSE,NA,2020-02-18T00:00:00,NA,GF00,NA,2020-01-11T12:49:23.000000,NA,FALSE,"list(code = c(""$APF2"", ""$APPB""), description = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), group = c(""AUTOPILOT"", ""AUTOPILOT""), long_name = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), name = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), price = c(6800, 3400))",NA,NA,FALSE,TRUE,PREMIUM_BLACK,NA,27400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,en,en,NA,"list(code = c(""$CPF0"", ""$SC04""), description = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""), group = c(""CONNECTIVITY"", ""SUPER_CHARGER""), long_name = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""), name = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""))",public,public,NA,Southampton,m3,24688,Miles,65,"list(acceleration_unit_long = c(""miles per hour"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), acceleration_unit_short = c(""mph"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), acceleration_value = c(""0-60"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), code = c(""$MT308"", ""$MT308"", ""$MT308"", ""$APPB"", ""$APBS"", ""$DV2W"", ""$IN3BB"", ""$PPSW"", ""$PRM30"", ""$SC04"", ""$MDL3"", ""$W38B"", ""$MT308"", ""$CPF0"", ""$DRRH"", ""$RSF1""), group = c(""SPECS_ACCELERATION"", ""SPECS_TOP_SPEED"", 
""SPECS_RANGE"", ""AUTOPILOT"", ""AUTOPILOT"", ""DRIVE_MODE"", ""INTERIOR"", ""PAINT"", ""PREMIUM_PACKAGE"", ""SUPER_CHARGER"", ""MODEL"", ""WHEELS"", ""TRIM"", ""CONNECTIVITY"", ""DRIVE"", ""HEATED_SEAT""), price = c(7010, 7010, 7010, 3400, NA, NA, NA, NA, NA, NA, 34990, NA, 7010, NA, NA, NA), unit_long = c(""seconds"", ""miles per hour"", ""miles"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), unit_short = c(""sec"", ""mph"", ""mi"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), value = c(""5.3"", ""140"", ""254"", NA, NA, NA, 
NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), top_speed_label = c(NA, ""Top Speed"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_label_source = c(NA, NA, ""Range (WLTP)"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_source = c(NA, NA, ""WLTP"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_source_inventory_new = c(NA, NA, ""WLTP"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), description = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Rear-Wheel Drive"", 
""All Black Interior"", ""Pearl White"", ""<p>Upgrade your interior with additional features and premium materials.</p><ul><li><span>Premium heated seating and cabin materials throughout, including open pore wood décor, glass roof and four USB ports</span></li><li><span>12-way power adjustable front seats, steering column and side mirrors, with custom driver profiles</span></li><li><span>Premium audio system with more power, tweeters, surround speakers and subwoofer</span></li></ul>"", ""Supercharger Network Access + Pay-as-you-go"", 
""Deliveries are beginning in the US based on date of order and options selected."", ""18’’ Aero Wheels"", ""Standard Range Plus Rear-Wheel Drive"", ""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""), long_name = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Rear-Wheel Drive"", ""All Black Partial Premium Interior"", ""Pearl White Paint"", ""Partial Premium Interior"", ""Supercharger Network Access + Pay-as-you-go"", ""Model 3"", ""18’’ Aero Wheels"", ""Model 3 Standard Range Plus Rear-Wheel Drive"", 
""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""), name = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Rear-Wheel Drive"", ""All Black Interior"", ""Pearl White Multi-Coat"", ""Partial Premium Interior"", ""Supercharger Network Access + Pay-as-you-go"", ""Model 3"", ""18’’ Aero Wheels"", ""Standard Range Plus Rear-Wheel Drive"", ""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""))","$APPB,$APBS,$DV2W,$IN3BB,$PPSW,$PRM30,$SC04,$MDL3,$W38B,$MT308,$CPF0,$DRRH,$RSF1",NA,"list(code = c(""$APPB"", ""$APBS"", ""$DV2W"", ""$IN3BB"", ""$PPSW"", ""$PRM30"", ""$SC04"", ""$MDL3"", ""$W38B"", ""$MT308"", ""$CPF0"", ""$DRRH"", ""$RSF1""), group = c(""AUTOPILOT_FIRMWARE"", ""AUTOPILOT_PACKAGE"", ""DRIVE_MODE"", ""INTERIOR"", ""PAINT"", ""PREMIUM_PACKAGE"", ""SUPER_CHARGER"", ""MODEL"", ""WHEELS"", ""TRIM"", ""CONNECTIVITY"", ""DRIVE"", ""HEATED_SEAT""), price = c(3400, 0, 0, 0, 0, 0, 0, 34990, 0, 7010, 0, 0, 0))",2020-02-18T00:00:00,2020-02-18T00:00:00,WHITE,2020-01-10T08:00:00,27400,27400,NA,NA,Southampton,England,England,M3RWD,MARGIN,NA,USED,NULL,27400,MARGIN,$MT308,Model 3 Standard Range Plus Rear-Wheel Drive,318,Tesla Centre - Heathrow ,5YJ3F7EA4LF594703,NA,CLEAN,list(),England,Arrived At Vrl,NA,INVENTORY,2020-01-30T00:19:01,18436,list(),Tesla Centre - Southampton,EIGHTEEN,2028-02-18T15:53:42Z,FALSE,100000,8,2028-02-18T15:53:42Z,100000,8,50000,2024-02-18T15:53:42Z,FALSE,4,2020,10000,1,mi,TRUE,0,"list(vrl = 18436, lat = 50.89996, lon = -1.4138331, vrlLocks = list(list()))",TRUE,"c(""50.89996,-1.4138331"", ""18436"")",TRUE,STUD_3QTR,STUD_SEAT,NA,order_fee,0,NA,NA,NA,list(),list(),list(),10000,1,2028-02-18T15:53:42Z,FALSE,100000,8,2028-02-18T15:53:42Z,100000,8,50000,2024-02-18T15:53:42Z,FALSE,4,C_SPECS,Specs,"list(code = c(""SPECS_RANGE"", ""SPECS_TOP_SPEED"", ""SPECS_ACCELERATION""), name = c(""254 mi"", ""140 mph"", ""5.3 sec""), long_name = c(""254 miles"", ""140 miles per hour"", ""5.3 seconds""), description = c(""Range (WLTP)"", ""Top Speed"", ""0-60 mph""))",C_DESIGN,Design,list(),C_CALLOUTS,Callout Features,"list(code = c(""$APF1"", ""PCT1M""), name = c(""Enhanced Autopilot"", ""30-Day Premium Connectivity Trial""), long_name = c("""", NA), description = c(""Autopilot"", ""30-Day Premium Connectivity Trial""), group = c(""AUTOPILOT"", ""CONNECTIVITY""), list = list(NULL, c(""satelliteMaps"", ""musicStreaming"", ""videoStreaming"", ""caraoke"", ""internetBrowser"")), period = c(NA, ""30-Day""))",C_OPTS,Options,"list(code = c(""$PPSW"", ""$W38B"", ""$IN3BB"", ""$APF1"", ""$RSF1""), name = c(""Pearl White Paint"", ""18’’ Aero Wheels"", ""All Black Partial Premium Interior"", ""Enhanced Autopilot"", ""Front and Rear Heated Seats""), long_name = c("""", """", """", """", """"), description = c(""Pearl White"", ""18’’ Aero Wheels"", ""All Black Interior"", ""Autopilot"", ""Rear Heated Seats""))",TRUE,1,1,"1400,850,250,150","1400,850,300,130",2023-03-14T20:36:22Z
