in_transit,adl_opts,autopilot,acquisition_sub_type,acquisition_type,actual_ga_in_date,actual_vessel_arrival_date,alternate_currency,battery,cabin_config,cpo_refurbishment_status,cpo_warranty_type,city,country_code,country_codes,country_of_origin,currency_code,currency_codes,decor,drive,damage_disclosure,damage_disclosure_guids,damage_disclosure_status,destination_handling_fee,discount,display_warranty,eta_to_current,eta_to_delivery,expected_vessel_arrival_date,factory_code,factory_departure_date,factory_gated_date,fixed_assets,flexible_options_data,forecasted_factory_gated_date,headliner,has_damage_photos,has_option_code_data,interior,inspection_document_guid,inventory_price,is_at_location,is_charging_connector_included,is_demo,is_legacy,is_pre_prod_with_disclaimer,is_tegra,language,languages,lease_availability_date,lexicon_default_options,listing_type,listing_types,marketing_in_use_date,metro_name,model,odometer,odometer_type,on_configurator_price_percentage,option_code_data,option_code_list,option_code_list_display_only,option_code_pricing,original_delivery_date,original_in_customer_garage_date,paint,planned_ga_daily_date,price,purchase_price,roof,steering_wheel,sales_metro,state_province,state_province_long_name,trim,tax_scheme,third_party_history_url,title_status,title_subtype,total_price,trade_in_type,trim_code,trim_name,trt,trt_name,vin,variant,vehicle_history,vehicle_photos,vehicle_region,vehicle_status_display,vehicle_sub_type,vehicle_type,vessel_departure_date,vrl,vrl_locks,vrl_name,wheels,warranty_battery_exp_date,warranty_battery_is_expired,warranty_battery_mile,warranty_battery_year,warranty_drive_unit_exp_date,warranty_drive_unit_mile,warranty_drive_unit_year,warranty_mile,warranty_vehicle_exp_date,warranty_vehicle_is_expired,warranty_year,year,used_vehicle_limited_warranty_mile,used_vehicle_limited_warranty_year,odometer_type_short,delivery_date_display,transportation_fee,vrl_list,is_range_standard,geo_points,has_marketing_options,first_registration_date,compositor_views_front_view,compositor_views_interior_view,order_fee_type,order_fee_value,transport_fees_exempt_vrl,transport_fees_fees,transport_fees_metro_fees,warranty_data_used_vehicle_limited_warranty_mile,warranty_data_used_vehicle_limited_warranty_year,warranty_data_warranty_battery_exp_date,warranty_data_warranty_battery_is_expired,warranty_data_warranty_battery_mile,warranty_data_warranty_battery_year,warranty_data_warranty_drive_unit_exp_date,warranty_data_warranty_drive_unit_mile,warranty_data_warranty_drive_unit_year,warranty_data_warranty_mile,warranty_data_warranty_vehicle_exp_date,warranty_data_warranty_vehicle_is_expired,warranty_data_warranty_year,option_code_specs_c_specs_code,option_code_specs_c_specs_name,option_code_specs_c_specs_options,option_code_specs_c_design_code,option_code_specs_c_design_name,option_code_specs_c_design_options,option_code_specs_c_callouts_code,option_code_specs_c_callouts_name,option_code_specs_c_callouts_options,option_code_specs_c_opts_code,option_code_specs_c_opts_name,option_code_specs_c_opts_options,compositor_views_custom_is_product_with_custom_views,compositor_views_custom_external_zoom_order,compositor_views_custom_external_zoom_search,compositor_views_custom_external_crop_order,compositor_views_custom_external_crop_search,registration_details_country,registration_details_license_plate_number,registration_details_first_registered,damage_disclosure_latest_filename,damage_disclosure_latest_filetype,damage_disclosure_latest_guid,request_time
FALSE,REAR_HEATED_SEATS,"c(""ENHANCED_AUTOPILOT"", ""AUTOPILOT"")",NONE,TRADEIN,2019-06-05T23:46:18.000000,NA,list(),NA,NA,ReadyForRefurbLocationAssignment,NA,Corby,GB,GB,GB,GBP,GBP,NA,NA,FALSE,character(0),NA,0,0,FALSE,2023-01-06T12:58:37,2023-01-09T00:00:00,NA,GF00,NA,2019-06-06T12:27:35.000000,FALSE,"list(code = c(""$APF2"", ""$APPB""), description = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), group = c(""AUTOPILOT"", ""AUTOPILOT""), long_name = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), name = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), price = c(6800, 3400))",NA,NA,FALSE,TRUE,PREMIUM_BLACK,NA,27600,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,en,en,NA,"list(code = c(""$CPF0"", ""$SC04""), description = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""), group = c(""CONNECTIVITY"", ""SUPER_CHARGER""), long_name = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""), name = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""))",public,public,NA,Corby,m3,42899,Miles,65,"list(acceleration_unit_long = c(""miles per hour"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), acceleration_unit_short = c(""mph"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), acceleration_value = c(""0-60"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), code = c(""$MT304"", ""$MT304"", ""$MT304"", ""$APPB"", ""$APBS"", ""$DV4W"", ""$IN3PB"", ""$PBSB"", ""$PRM31"", ""$SC04"", ""$MDL3"", ""$W38B"", ""$MT304"", ""$CPF0"", ""$DRRH"", ""$RSF1""), group = c(""SPECS_ACCELERATION"", ""SPECS_TOP_SPEED"", 
""SPECS_RANGE"", ""AUTOPILOT"", ""AUTOPILOT"", ""DRIVE_MODE"", ""INTERIOR"", ""PAINT"", ""PREMIUM_PACKAGE"", ""SUPER_CHARGER"", ""MODEL"", ""WHEELS"", ""TRIM"", ""CONNECTIVITY"", ""DRIVE"", ""HEATED_SEAT""), price = c(17010, 17010, 17010, 3400, NA, NA, NA, 1100, NA, NA, 34990, NA, 17010, NA, NA, NA), unit_long = c(""seconds"", ""miles per hour"", ""miles"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), unit_short = c(""sec"", ""mph"", ""mi"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), value = c(""3.2"", ""145"", ""329"", NA, 
NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), top_speed_label = c(NA, ""Top Speed"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_label_source = c(NA, NA, ""Range (WLTP)"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_source = c(NA, NA, ""WLTP"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_source_inventory_new = c(NA, NA, ""WLTP"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), description = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Dual Motor All-Wheel Drive"", 
""All Black Premium Interior"", ""Solid Black"", ""<p>Upgrade your interior with additional features and premium materials.</p><ul><li><span>Premium heated seating and cabin materials throughout, including open pore wood décor, glass roof and four USB ports</span></li><li><span>12-way power adjustable front seats, steering column and side mirrors, with custom driver profiles</span></li><li><span>Premium audio system with more power, tweeters, surround speakers and subwoofer</span></li></ul>"", ""Supercharger Network Access + Pay-as-you-go"", 
""Deliveries are beginning in the US based on date of order and options selected."", ""18’’ Aero Wheels"", ""Model 3 Performance AWD"", ""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""), long_name = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Dual Motor All-Wheel Drive"", ""All Black Premium Interior"", ""Solid Black Paint"", ""Premium Interior"", ""Supercharger Network Access + Pay-as-you-go"", ""Model 3"", ""18’’ Aero Wheels"", ""Model 3 Long Range All-Wheel Drive Performance"", ""Standard Connectivity"", 
""Right Hand Drive"", ""Rear Heated Seats""), name = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Dual Motor All-Wheel Drive"", ""All Black Premium Interior"", ""Solid Black"", ""Premium Interior"", ""Supercharger Network Access + Pay-as-you-go"", ""Model 3"", ""18’’ Aero Wheels"", ""Long Range All-Wheel Drive Performance"", ""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""))","$APPB,$APBS,$DV4W,$IN3PB,$PBSB,$PRM31,$SC04,$MDL3,$W38B,$MT304,$CPF0,$DRRH,$RSF1",NA,"list(code = c(""$APPB"", ""$APBS"", ""$DV4W"", ""$IN3PB"", ""$PBSB"", ""$PRM31"", ""$SC04"", ""$MDL3"", ""$W38B"", ""$MT304"", ""$CPF0"", ""$DRRH"", ""$RSF1""), group = c(""AUTOPILOT_FIRMWARE"", ""AUTOPILOT_PACKAGE"", ""DRIVE_MODE"", ""INTERIOR"", ""PAINT"", ""PREMIUM_PACKAGE"", ""SUPER_CHARGER"", ""MODEL"", ""WHEELS"", ""TRIM"", ""CONNECTIVITY"", ""DRIVE"", ""HEATED_SEAT""), price = c(3400, 0, 0, 0, 1100, 0, 0, 34990, 0, 17010, 0, 0, 0))",2019-08-20T00:00:00,2019-08-20T00:00:00,BLACK,2019-06-05T07:00:00,27600,27600,NA,NA,Midlands,England,England,PAWD,MARGIN,NA,USED,NULL,27600,MARGIN,$MT304,Model 3 Long Range All-Wheel Drive Performance,45204,Midlands,5YJ3F7EB2KF423715,NA,CLEAN,list(),England,Arrived At Vrl,NA,INVENTORY,2019-07-17T15:29:56,45204,list(),Midlands,EIGHTEEN,2027-08-20T08:00:00Z,FALSE,120000,8,2027-08-20T08:00:00Z,120000,8,50000,2023-08-20T08:00:00Z,FALSE,4,2019,10000,1,mi,TRUE,0,"list(vrl = 45204, lat = 52.512924, lon = -0.6648219, vrlLocks = list(list()))",TRUE,"c(""52.512924,-0.6648219"", ""45204"")",TRUE,NA,STUD_3QTR,STUD_SEAT,order_fee,0,list(),list(),list(),10000,1,2027-08-20T08:00:00Z,FALSE,120000,8,2027-08-20T08:00:00Z,120000,8,50000,2023-08-20T08:00:00Z,FALSE,4,C_SPECS,Specs,"list(code = c(""SPECS_RANGE"", ""SPECS_TOP_SPEED"", ""SPECS_ACCELERATION""), name = c(""329 mi"", ""145 mph"", ""3.2 sec""), long_name = c(""329 miles"", ""145 miles per hour"", ""3.2 seconds""), description = c(""Range (WLTP)"", ""Top Speed"", ""0-60 mph""))",C_DESIGN,Design,list(),C_CALLOUTS,Callout Features,"list(code = c(""$APF1"", ""PCT1M""), name = c(""Enhanced Autopilot"", ""30-Day Premium Connectivity Trial""), long_name = c("""", NA), description = c(""Autopilot"", ""30-Day Premium Connectivity Trial""), group = c(""AUTOPILOT"", ""CONNECTIVITY""), list = list(NULL, c(""satelliteMaps"", ""musicStreaming"", ""videoStreaming"", ""caraoke"", ""internetBrowser"")), period = c(NA, ""30-Day""))",C_OPTS,Options,"list(code = c(""$PBSB"", ""$W38B"", ""$IN3PB"", ""$APF1"", ""$RSF1""), name = c(""Solid Black Paint"", ""18’’ Aero Wheels"", ""All Black Premium Interior"", ""Enhanced Autopilot"", ""Front and Rear Heated Seats""), long_name = c("""", """", """", """", """"), description = c(""Solid Black"", ""18’’ Aero Wheels"", ""All Black Premium Interior"", ""Autopilot"", ""Rear Heated Seats""))",TRUE,1,1,"1400,850,250,150","1400,850,300,130",NA,NA,NA,NA,NA,NA,2023-03-19T17:27:51Z
FALSE,REAR_HEATED_SEATS,"c(""ENHANCED_AUTOPILOT"", ""AUTOPILOT"")",NONE,TRADEIN,2019-08-14T20:48:25.000000,NA,list(),NA,NA,Complete,NA,Reading,GB,GB,GB,GBP,GBP,NA,NA,FALSE,character(0),NA,0,0,FALSE,2022-09-16T16:37:15,NA,NA,GF00,NA,2019-08-15T07:15:41.000000,FALSE,"list(code = c(""$APF2"", ""$APPB""), description = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), group = c(""AUTOPILOT"", ""AUTOPILOT""), long_name = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), name = c(""Full Self-Driving Capability"", ""Enhanced Autopilot""), price = c(6800, 3400))",NA,NA,FALSE,TRUE,PREMIUM_BLACK,NA,27700,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,en,en,NA,"list(code = c(""$CPF0"", ""$SC04""), description = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""), group = c(""CONNECTIVITY"", ""SUPER_CHARGER""), long_name = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""), name = c(""Standard Connectivity"", ""Supercharger Network Access + Pay-as-you-go""))",public,public,2022-10-25T00:00:00,Reading,m3,43251,Miles,65,"list(acceleration_unit_long = c(""miles per hour"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), acceleration_unit_short = c(""mph"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), acceleration_value = c(""0-60"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), code = c(""$MT304"", ""$MT304"", ""$MT304"", ""$APPB"", ""$APBS"", ""$DV4W"", ""$IN3PB"", ""$PPSB"", ""$PRM31"", ""$SC04"", ""$MDL3"", ""$W38B"", ""$MT304"", ""$CPF0"", ""$DRRH"", ""$RSF1""), group = c(""SPECS_ACCELERATION"", ""SPECS_TOP_SPEED"", 
""SPECS_RANGE"", ""AUTOPILOT"", ""AUTOPILOT"", ""DRIVE_MODE"", ""INTERIOR"", ""PAINT"", ""PREMIUM_PACKAGE"", ""SUPER_CHARGER"", ""MODEL"", ""WHEELS"", ""TRIM"", ""CONNECTIVITY"", ""DRIVE"", ""HEATED_SEAT""), price = c(17010, 17010, 17010, 3400, NA, NA, NA, 1100, NA, NA, 34990, NA, 17010, NA, NA, NA), unit_long = c(""seconds"", ""miles per hour"", ""miles"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), unit_short = c(""sec"", ""mph"", ""mi"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), value = c(""3.2"", ""145"", ""329"", NA, 
NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), top_speed_label = c(NA, ""Top Speed"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_label_source = c(NA, NA, ""Range (WLTP)"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_source = c(NA, NA, ""WLTP"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), range_source_inventory_new = c(NA, NA, ""WLTP"", NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), description = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Dual Motor All-Wheel Drive"", 
""All Black Premium Interior"", ""Deep Blue Metallic"", ""<p>Upgrade your interior with additional features and premium materials.</p><ul><li><span>Premium heated seating and cabin materials throughout, including open pore wood décor, glass roof and four USB ports</span></li><li><span>12-way power adjustable front seats, steering column and side mirrors, with custom driver profiles</span></li><li><span>Premium audio system with more power, tweeters, surround speakers and subwoofer</span></li></ul>"", 
""Supercharger Network Access + Pay-as-you-go"", ""Deliveries are beginning in the US based on date of order and options selected."", ""18’’ Aero Wheels"", ""Model 3 Performance AWD"", ""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""), long_name = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Dual Motor All-Wheel Drive"", ""All Black Premium Interior"", ""Deep Blue Metallic Paint"", ""Premium Interior"", ""Supercharger Network Access + Pay-as-you-go"", ""Model 3"", ""18’’ Aero Wheels"", ""Model 3 Long Range All-Wheel Drive Performance"", 
""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""), name = c(NA, NA, NA, ""Enhanced Autopilot"", ""Autopilot"", ""Dual Motor All-Wheel Drive"", ""All Black Premium Interior"", ""Deep Blue Metallic"", ""Premium Interior"", ""Supercharger Network Access + Pay-as-you-go"", ""Model 3"", ""18’’ Aero Wheels"", ""Long Range All-Wheel Drive Performance"", ""Standard Connectivity"", ""Right Hand Drive"", ""Rear Heated Seats""))","$APPB,$APBS,$DV4W,$IN3PB,$PPSB,$PRM31,$SC04,$MDL3,$W38B,$MT304,$CPF0,$DRRH,$RSF1",NA,"list(code = c(""$APPB"", ""$APBS"", ""$DV4W"", ""$IN3PB"", ""$PPSB"", ""$PRM31"", ""$SC04"", ""$MDL3"", ""$W38B"", ""$MT304"", ""$CPF0"", ""$DRRH"", ""$RSF1""), group = c(""AUTOPILOT_FIRMWARE"", ""AUTOPILOT_PACKAGE"", ""DRIVE_MODE"", ""INTERIOR"", ""PAINT"", ""PREMIUM_PACKAGE"", ""SUPER_CHARGER"", ""MODEL"", ""WHEELS"", ""TRIM"", ""CONNECTIVITY"", ""DRIVE"", ""HEATED_SEAT""), price = c(3400, 0, 0, 0, 1100, 0, 0, 34990, 0, 17010, 0, 0, 0))",2019-10-05T00:00:00,2019-10-05T00:00:00,BLUE,2019-08-14T07:00:00,27700,27700,NA,NA,Reading,England,England,PAWD,Margin,NA,USED,DEMO,27700,MARGIN,$MT304,Model 3 Long Range All-Wheel Drive Performance,318,Tesla Centre - Heathrow ,5YJ3F7EB5KF491085,NA,CLEAN,"list(height = c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0), imageUrl = c(""https://inventory-assets.tesla.com/inventory/used/inspection/image/b4d2b7c0-893e-4a21-9581-16390d0c95cb"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/54b3ee45-9e39-4e3f-aab1-94feed0e6fee"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/5acefb57-69a8-4e9c-a480-ffc038ec577d"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/2b4076b5-28d6-41de-9cbb-e8535c3dfa0e"", 
""https://inventory-assets.tesla.com/inventory/used/inspection/image/1fe5ed74-9a48-4bc9-b242-96a60fc8e7c7"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/b1e27350-1abc-4baa-8b2f-61d835b45db9"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/2eb9460e-d028-463f-be38-0d7fe0367e9b"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/2032eb84-b320-4216-9ee1-3a2a395b3da6"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/420a391b-0edf-4131-84d9-f8542e1c1363"", 
""https://inventory-assets.tesla.com/inventory/used/inspection/image/899cb5ae-4c2c-4bde-bea5-ba20024318b5"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/8e611299-3605-4e7e-a983-84b83e3983fd"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/73c8c158-486b-4a37-a623-4fa6c7edb7fc"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/1a09c0c0-46db-4a95-a45d-e182277f2c35"", ""https://inventory-assets.tesla.com/inventory/used/inspection/image/4a09e439-ed1c-4217-b3b2-f76d59da9a92"", 
""https://inventory-assets.tesla.com/inventory/used/inspection/image/767a1397-e9f6-4058-b192-4f24cb232235""), photoType = c(NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA, NA), pictureType = c(""Front Full View"", ""Full View of Driver Side Front Corner"", ""Driver Side Front Wheel & Tire"", ""Driver Side Rear Wheel & Tire"", ""Full View of Driver Side Rear Corner"", ""Rear Full View"", ""Full View of Passenger Side Rear Corner"", ""Passenger Side Rear Wheel & Tire"", ""Passenger Side Front Wheel & Tire"", ""Full View of Passenger Side Front Corner"", 
""Front Interior View From Driver Side"", ""Rear Interior View From Driver Side"", ""Front Interior From Rear Seat Center"", ""Rear Trunk"", ""SRP""), width = c(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0))",England,Arrived Not At Vrl,None,INVENTORY,2019-08-26T16:03:50,14754,list(),Tesla Centre - Reading,EIGHTEEN,2027-10-05T08:00:00Z,FALSE,120000,8,2027-10-05T08:00:00Z,120000,8,50000,2023-10-05T08:00:00Z,FALSE,4,2019,10000,1,mi,TRUE,0,"list(vrl = 14754, lat = 51.4394, lon = -0.9681182, vrlLocks = list(list()))",TRUE,"c(""51.4394,-0.9681182"", ""14754"")",TRUE,NA,STUD_3QTR,STUD_SEAT,order_fee,0,list(),list(),list(),10000,1,2027-10-05T08:00:00Z,FALSE,120000,8,2027-10-05T08:00:00Z,120000,8,50000,2023-10-05T08:00:00Z,FALSE,4,C_SPECS,Specs,"list(code = c(""SPECS_RANGE"", ""SPECS_TOP_SPEED"", ""SPECS_ACCELERATION""), name = c(""329 mi"", ""145 mph"", ""3.2 sec""), long_name = c(""329 miles"", ""145 miles per hour"", ""3.2 seconds""), description = c(""Range (WLTP)"", ""Top Speed"", ""0-60 mph""))",C_DESIGN,Design,list(),C_CALLOUTS,Callout Features,"list(code = c(""$APF1"", ""PCT1M""), name = c(""Enhanced Autopilot"", ""30-Day Premium Connectivity Trial""), long_name = c("""", NA), description = c(""Autopilot"", ""30-Day Premium Connectivity Trial""), group = c(""AUTOPILOT"", ""CONNECTIVITY""), list = list(NULL, c(""satelliteMaps"", ""musicStreaming"", ""videoStreaming"", ""caraoke"", ""internetBrowser"")), period = c(NA, ""30-Day""))",C_OPTS,Options,"list(code = c(""$PPSB"", ""$W38B"", ""$IN3PB"", ""$APF1"", ""$RSF1""), name = c(""Deep Blue Metallic Paint"", ""18’’ Aero Wheels"", ""All Black Premium Interior"", ""Enhanced Autopilot"", ""Front and Rear Heated Seats""), long_name = c("""", """", """", """", """"), description = c(""Deep Blue Metallic"", ""18’’ Aero Wheels"", ""All Black Premium Interior"", ""Autopilot"", ""Rear Heated Seats""))",TRUE,1,1,"1400,850,250,150","1400,850,300,130",NA,NA,NA,NA,NA,NA,2023-03-19T17:27:51Z
